,title,price,location,description,link,Kilométrage,Couleur du véhicule,Etat du véhicule,Année,Cylindrée,Boite,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant
3129,Berlingo b9 bonne occasion ,27300.0,Tunis,A vendre berlingo b9 1ere main Voiture toute neuve Prix légèrement négociable pour les sérieux ,https://www.tayara.tn/item/63d3ee3d1b3fed8fd49b3053/,204000.0,Blanc,Avec kilométrage,2016,1.6L,Manuelle,Citroen,Berlingo,5.0,Autres,Diesel
3130,grand i10,35000.0,Ariana,"je met en vente ma propre voiture hyundai i10 toute option ,boite automatique",https://www.tayara.tn/item/63d3e93c1b3fed8fd49b2ef7/,90000.0,Gris,Nouveau,2018,1.2L,Automatique,Hyundai,I 10,5.0,Berline,Essence
3131,SYMBOLE 1,24.0,Mahdia,a vendre ou échange avec voiture commercial,https://www.tayara.tn/item/63d3e4721b3fed8fd49b2d66/,180.0,Noir,Nouveau,2014,1.2L,Manuelle,Renault,Symbol,4.0,Autres,Essence
3132,Voiture sportive kia cerato koup avec 116000km au compteur,34000.0,Ben Arous,"Á vendre kia cerato koup, une coupe speciale et assez rare en tunisie pour les amateurs des voitures Avec un moteur trés fiable, 1.6 qui developpe 122 chevaux din Boite manuelle 6 rapports 115000 km au compteur Vidange moteur+boite faits à 113000km Batterie recemment changée ( il y'a quelques semaines) avec sa garantie Si vous êtes interessés veuillez me contacter sur Afficher",https://www.tayara.tn/item/63d3d2b41b3fed8fd49b27d3/,116000.0,Noir,Avec kilométrage,2011,1.6L,Manuelle,Kia,Cerato,7.0,Autres,Essence
3133,nissan patrol ,1111.0,Bizerte,"je met a vendre ma voiture nissan patrol y60 1ére main moteur rd28 turbo 11ch 6 cylindre, climatiseur en marche ,2 vitre elct, retroviseur elect, salon cuir , 4 pneu maxiss neuf, blocage différenciel en marche,ressaussé +5, kit suspention neuf, avant terrain neuf , barre led , porte bagage, moteur neuf. 0 masrouf pour plus d'information contactez moi Afficher",https://www.tayara.tn/item/63d3d1fe1b3fed8fd49b27a7/,275000.0,Doré,Avec kilométrage,1997,2.8L,Manuelle,Nissan,Patrol GR,11.0,4 x 4,Diesel
3134,Mazda 2 ,49000.0,Monastir,"Nous avons la voiture idéale pour vous : une voiture d'occasion en excellent état, avec une faible consommation de carburant et un entretien régulier. Elle est équipée de toutes les options de sécurité et de confort. Voiture première main",https://www.tayara.tn/item/63d3d02a1b3fed8fd49b2708/,9000.0,Noir,Avec kilométrage,2018,1.6L,Automatique,Mazda,2,6.0,Compacte,Essence
3135,voiture ,1.0,Médenine,je mets en vente ,https://www.tayara.tn/item/63d2efce1b3fed8fd49b0b05/,92000.0,Gris,Avec kilométrage,2019,1.6L,Automatique,Peugeot,Partner,5.0,Utilitaire,Diesel
3136,Citroën berlingo B9,35000000.0,Ben Arous,je mets en vente une voiture Citroën berlingo B9 en bon état ,https://www.tayara.tn/item/63d2e9611b3fed8fd49b0a19/,222.0,Blanc,Avec kilométrage,2018,1.6L,Manuelle,Citroen,Berlingo,6.0,Utilitaire,Diesel
3137,kia rio prestige année 2021,57500.0,Nabeul,voiture très Neuve tout options. année juin 2021 47000 km. prix légèrement négociable D 57500.,https://www.tayara.tn/item/63d2c3b01b3fed8fd49b02b5/,47000.0,Noir,Avec kilométrage,2021,1.2L,Manuelle,Kia,Rio,5.0,Compacte,Essence
3138,a vendre peugeot 205,3300.0,Tunis,voiture a vendre Peugeot 205 5 chevaux Diesel Début joint de culasse pour plus d'information veuillez nous contacter sur le numéro Afficher,https://www.tayara.tn/item/63d2ba3c1b3fed8fd49b00ef/,0.0,Vert,Avec kilométrage,0,1.1L,Manuelle,Peugeot,205,2.0,Autres,Diesel
3139,508 première main vendre ou échange ,32000.0,Tunis,Voiture robuste et économique Ttoptions en très bon état Moteur intact mode sport palette au volant Multi fonction Bluetooth Capteur pluie Feux exenon automatique Sièges pilote électriques chauffants Rétroviseurs rabattables et électriques Clim bizones Ordinateur de bord Projecteur antibrouard Feux led exon Coffre réfrigéré Disponible Jardin laouina Tel Afficher  Afficher,https://www.tayara.tn/item/63d2ac7b1b3fed8fd49afddd/,180000.0,Noir,Nouveau,2013,1.4L,Automatique,Peugeot,508,7.0,Berline,Essence
3140,location des voitures ,80.0,Tunis,voiture très propre et neuf,https://www.tayara.tn/item/63d2aa291b3fed8fd49afd38/,12516.0,Blanc,Nouveau,21515,1.2L,Manuelle,Hyundai,I 10,5.0,Berline,Essence
3141,Voiture 205 peugeot premiere main,8.0,Mahdia,voiture particulière ndhifa barcha peinture origine moteur junior origine 4 chv ,https://www.tayara.tn/item/63d29d021b3fed8fd49af9b1/,150000.0,Noir,Avec kilométrage,1990,1.2L,Manuelle,Peugeot,205,4.0,Compacte,Essence
3142,Polo5 ,16500.0,La Manouba,Je mets en vente ma voiture de marque polo5 de moteur a été changé 2020 Tel; Afficher ,https://www.tayara.tn/item/63d29bab1b3fed8fd49af945/,43720.0,Bleu,Avec kilométrage,2002,1.2L,Manuelle,Volkswagen,Polo,4.0,Berline,Essence
3143,hyundai ,33.0,Tunis,hyundai solaris voiture neuf kol chay fil d'origine Afficher,https://www.tayara.tn/item/63d290f31b3fed8fd49af601/,180.0,Autre,Nouveau,2017,1.4L,Manuelle,Hyundai,Accent,6.0,Compacte,Essence
3144,Toyota Corolla,1.0,Ariana,Voiture en bon état à vendre. Pièces originales.,https://www.tayara.tn/item/63d28b471b3fed8fd49af450/,300.0,Blanc,Avec kilométrage,1997,>4.0L,Manuelle,Toyota,Corolla,7.0,Berline,Essence
3145,Volkswagen cady2011,21000.0,Sfax,Voiture commercial toit ouvrant .etat moyen et prix interessant SFAX ,https://www.tayara.tn/item/63d277201b3fed8fd49aeecf/,290000.0,Gris,Avec kilométrage,2011,1.2L,Manuelle,Volkswagen,Caddy,5.0,Utilitaire,Diesel
3146,Voiture ,35.0,Médenine,Je mets en vente ma voiture c4 diesel année 2012 toutes options ,https://www.tayara.tn/item/63d274461b3fed8fd49aedb4/,200.0,Bleu,Avec kilométrage,2012,1.4L,Manuelle,Citroen,C4,5.0,Berline,Diesel
3147,a vendre Mercedes classe A 180,1.0,Gabès,voiture classe a 180 a vendre en très bon état modèle 2016 ,https://www.tayara.tn/item/63d2720f1b3fed8fd49aecef/,90.0,Blanc,Avec kilométrage,2016,1.6L,Automatique,Mercedes-Benz,Classe A,6.0,Berline,Essence
3148,voiture à vendre Hyundai i20,54000.0,Bizerte,"32000km ,prix 54000 dinar ",https://www.tayara.tn/item/63d26b301b3fed8fd49aeb15/,32000.0,Gris,Avec kilométrage,2021,1.4L,Manuelle,Hyundai,I 20,5.0,Autres,Essence
3149,voiture ,300000.0,Monastir,voiture ,https://www.tayara.tn/item/63d26a6b1b3fed8fd49aeae5/,300000.0,Blanc,Nouveau,2013,2.0L,Manuelle,Volkswagen,Transporter,7.0,Autres,Diesel
3150,ume voiture,4800.0,Nabeul,une voiture ford fieste a vendre ,https://www.tayara.tn/item/63d265db1b3fed8fd49ae983/,200.0,Blanc,Avec kilométrage,1900,2.1L,Manuelle,Ford,Fiesta,4.0,Cabriolet,Essence
3151,Voiture R 19,10.0,Gafsa,Je met en vente une voiture R19 spécial modéle 94 nouveau moteur,https://www.tayara.tn/item/63d263ac1b3fed8fd49ae90b/,500000.0,Blanc,RS,94,>4.0L,Manuelle,Renault,19,6.0,Autres,Essence
3152,Mazda 2,0.0,Tunis,"✅ Mazda 2 Skyactive ✅ Voiture en excellent 1 ère main تسجيل اول ⛔ Puissance fiscale : essence 6cv ⛔ Date de mise en circulation : 8/2016 ⛔ Boite : manuelle boîte 6 ⛔ Kilométrage : 159000 km Options : ➡️ jante alu 16p ➡️ sonorisation bose ➡️ Commande online system ➡ Regulateur de vitesse ➡ Climatisation bi zone ➡ Éclairage d'ambiance ➡️camera de recule ➡️volant multifonctions ➡️écran tactile 💯 ➡️retroviseur rabattable ➡️air bags frontaux latéraux , rideaux ➡️anti patinage ESP ➡️anti démarrage électronique💯 ➡️clé intelligente💯 ➡️capteur de pluie Numr 📞: Afficher Dispo ",https://www.tayara.tn/item/63d25d331b3fed8fd49ae6ca/,159.0,Gris,Nouveau,2016,<1.0L,Manuelle,Mazda,2,6.0,Autres,Essence
3153,voiture ,6.5,Ben Arous,Volkswagen fox,https://www.tayara.tn/item/63d258501b3fed8fd49ae507/,1992.0,Blanc,Avec kilométrage,1992,3.0L,Manuelle,Aston Martin,Amv8,5.0,Compacte,Essence
3154,vente voiture,1.0,Sfax,polo4,https://www.tayara.tn/item/63d252861b3fed8fd49ae329/,0.0,Gris,Avec kilométrage,2001,1.4L,Manuelle,Volkswagen,Polo,0.0,Autres,Essence
3155,Fiat Grande Punto Evo ,22000.0,Ariana,"À vendre Fiat Grande Punto Evo Prix : 22000 dinars 1ère main très bon état Voiture d'une Dame bien entretenue, vente sans intermédiaire - 4 pneus neufs - 200milles km - 5CV 4Cylindres - Vitres électriques - Commande au volant, Souple ABS - Rétroviseurs électriques rabattables - Accoudoir central avant - 7 airbags, dont un pour les genoux du conducteur - Anti-brouillards cornering qui éclairent l'intérieur du virage. - Mise en circulation en 2011 - Mécaniques bien entretenue - Boite Manuelle - Climatisation automatique Prix : 22 000 Dt non négociables ",https://www.tayara.tn/item/63d242ff1b3fed8fd49add7d/,200000.0,Bleu,Avec kilométrage,2011,1.2L,Manuelle,Fiat,Punto,5.0,Compacte,Essence
3156,Suzuki jimny ,35000.0,Ariana,"Suzuki jimny état neuf voiture 4*4 double pont toute options moteur d’origine diesel 1,5 ddis . ",https://www.tayara.tn/item/63d2243b1b3fed8fd49ad69f/,220000.0,Gris,Nouveau,2008,1.5L,Manuelle,Suzuki,Jimny,6.0,4 x 4,Diesel
3157,mahindra ,39000.0,Ariana,je met en vente voiture mahindra noir très bon état 9mois 17000 km ,https://www.tayara.tn/item/63d224171b3fed8fd49ad698/,17500.0,Noir,Avec kilométrage,2022,1.2L,Manuelle,Mahindra,Hover,7.0,Autres,Essence
3158,voiture très propre ,18000.0,Ariana, Afficher,https://www.tayara.tn/item/63cfb20c1b3fed8fd49a67c7/,135.0,Gris,Avec kilométrage,00,1.2L,Manuelle,Peugeot,301,5.0,Compacte,Essence
3159,Qashqai Nissan 2,1.0,Tunis,Voiture en excellent état,https://www.tayara.tn/item/63d1c04b1b3fed8fd49ad35c/,20000.0,Rouge,Avec kilométrage,2018,1.6L,Manuelle,Nissan,Qashqai,6.0,4 x 4,Diesel
3160,Une belle 3008 pour la vente ,125000.0,Sousse,"Je mets à la vente ma voiture de type Peugeot 3008 dont les caractéristiques sont les suivantes : Année : janvier 2022 CV: 7 Km: 30000 Puissance :1,6 Prix : 125 md Localisation : Sousse Infoline : Afficher/ Afficher",https://www.tayara.tn/item/63d1aee11b3fed8fd49ad20f/,30000.0,Gris,Nouveau,2022,1.6L,Automatique,Peugeot,3008,7.0,4 x 4,Diesel
3161,Voiture Citroën c5,24000.0,Gabès,Voiture à ne pas rater,https://www.tayara.tn/item/63d1a2561b3fed8fd49ad036/,118734.0,Noir,Avec kilométrage,2016,3.0L,Manuelle,Citroen,C-Elysée,5.0,Autres,Essence
3162,Une très belle Golf 7 highline a vendre NON DÉDOUANÉE ,60000.0,Kasserine," A vendre une Golf 7 highline tres propre avec un bas kilométrage importé du Canada. ****Prix: 60000 dinars avant douane 1.4L Toutes options Toit ouvrant Cuir Jantes 18pouces 51000 Km La voiture n est pas encore dédouanée, donc le prix AVANT DOUANE. ****Il faut absolument un FCR. *****Prix 60000 dinars AVANT DOUANE ",https://www.tayara.tn/item/63d1886e1b3fed8fd49aca59/,51000.0,Noir,Non dédouanné,2019,1.4L,Automatique,Volkswagen,Golf,1.4,Berline,Essence
3163,Kia Sorento ,1.0,Sfax,voiture full option voulon multifunction boite automatique jantes aluminium Radar de recul double Pont ,https://www.tayara.tn/item/63d183141b3fed8fd49ac940/,220.0,Noir,Avec kilométrage,2007,2.0L,Automatique,Kia,Sorento,11.0,4 x 4,Diesel
3164,Peugeot 406 diesel Turbo ,12.8,Ben Arous,je met en vente mon voiture 406 en très bon état mta3 ksiba .moteur turbo mahouch hdi 7aja ndhifa barcha Afficher ou Afficher,https://www.tayara.tn/item/63d17d2c1b3fed8fd49ac7f2/,0.0,Vert,Avec kilométrage,1996,1.9L,Manuelle,Peugeot,406,7.0,Berline,Diesel
3165,Une belle 307 hdi 2litre ,18000.0,Sousse,Une voiture puissante a faible consommation toute option climatiser fermeture central vitre electrique a ne pas rater,https://www.tayara.tn/item/63d172871b3fed8fd49ac5a5/,3000000.0,Argent,Avec kilométrage,2001,2.0L,Manuelle,Peugeot,307,5.0,Compacte,Diesel
3166,audi a6 ,36000.0,La Manouba,Vente ou echange avec voiture ou camionette Audi a6 tt options sauf toit Boite auto 228.000 km Annee 2011 Salon cuir 2.0 essence 11cv Tel Afficher,https://www.tayara.tn/item/63d16dda1b3fed8fd49ac4d2/,225000.0,Noir,Avec kilométrage,2011,2.0L,Automatique,Audi,A6,11.0,Berline,Essence
3167,Citroen jumpy,22000.0,Mahdia,une belle voiture avec nouveau mouter,https://www.tayara.tn/item/63d1622a1b3fed8fd49ac23f/,400000.0,Blanc,Avec kilométrage,2006,2.0L,Manuelle,Citroen,Jumpy,8.0,Compacte,Diesel
3168,⛔️ GOLF 7 TSI ⛔️,98400717.0,Tunis," ✅Mise en circulation 22/11/2013 ✅Kilométrage :178000km ✅Energie : ESSENCE ✅Puissance fiscal : 5 Cv ✅Boite manuelle ✅Volant en cuir ✅Rétroviseurs électriques réglable ✅Climatisation ✅Frein main électrique ✅Prise 12v , USB ✅Jante alu 15"" ✅Voiture très très propre comme neuve 💰💲 Prix DT 💰💲 🚫Prix légèrement négociable 🚫 Tel : 📱 Afficher ⛔️Voiture visible dans notre Show Room FJ MOTORS⛔️ ⛔️la Marsa rue ibn el jazzar derrière carrefour⛔️ ⏱ HORAIRE DU 09:00 H à 17h:00 ⏱",https://www.tayara.tn/item/63d153291b3fed8fd49abeea/,178000.0,Gris,Avec kilométrage,2013,1.2L,Manuelle,Volkswagen,Golf 7,5.0,Compacte,Essence
3169,⛔️ GOLF 7 TSI LOUNGE ⛔️,98400717.0,Tunis," ✅Mise en circulation 22/06/2015 ✅Kilométrage :120000km ✅Energie : ESSENCE ✅Puissance fiscal : 5 Cv ✅Boite manuelle ✅Radar de recul ✅Volant en cuir multifonctions ✅Rétroviseurs rabbatable électriques réglable ✅Climatisation ✅Frein main électrique ✅Prise 12v , USB ✅Jante alu 15"" ✅Voiture très très propre comme neuve 💰💲 Prix DT 💰💲 🚫Prix légèrement négociable 🚫 Tel : 📱 Afficher ⛔️Voiture visible dans notre Show Room FJ MOTORS⛔️ ⛔️la Marsa rue ibn el jazzar derrière carrefour⛔️ ⏱ HORAIRE DU 09:00 H à 17h:00 ⏱ ",https://www.tayara.tn/item/63d151031b3fed8fd49abe58/,120000.0,Gris,Avec kilométrage,2015,1.2L,Manuelle,Volkswagen,Golf 7,5.0,Compacte,Essence
3170,Mercedes A180 berline/finition progressive,155000.0,Ariana,une très belle occasion voiture neuf années 2022 km/2000 couleur noire . ,https://www.tayara.tn/item/63d148831b3fed8fd49abb9c/,2000.0,Noir,Nouveau,2022,>4.0L,Automatique,Mercedes-Benz,Classe A,7.0,Berline,Essence
3171,tiguan ,70000.0,Nabeul,voiture importée d Allemagne ex rs très propre et bien entretenu ,https://www.tayara.tn/item/63c976462109087dfe77841c/,200000.0,Blanc,Avec kilométrage,2012,2.0L,Manuelle,Volkswagen,Tiguan,8.0,Berline,Diesel
3172,Cherche voiture par facilité ,40.0,Sidi Bouzid,نلوج على كرهبة تجارية وانجم نخلص كل شهر 1500 ,https://www.tayara.tn/item/63d122221b3fed8fd49aafbf/,50000.0,Blanc,Nouveau,2020,<1.0L,Manuelle,Fiat,Fiorino,6.0,Autres,Diesel
3173,A VENDRE,30000.0,Monastir,VOITURE EN TRES BONNE ETAT,https://www.tayara.tn/item/63d1110a1b3fed8fd49aaac9/,57000.0,Gris,Avec kilométrage,2020,1.2L,Manuelle,Suzuki,Celerio,4.0,Autres,Essence
3174,audi Q5 ,0.0,Sousse,je met en vente audi Q5 voiture tres propre plein d’options ,https://www.tayara.tn/item/63d106781b3fed8fd49aa75b/,180.0,Noir,Avec kilométrage,2010,2.0L,Manuelle,Audi,Q5,10.0,4 x 4,Diesel
3175,Voiture a vendre,10700.0,Nabeul,...,https://www.tayara.tn/item/63d0fd861b3fed8fd49aa3f1/,,,,,,,,,,,
3176,Fiat siena,18000000.0,Nabeul,a vendre une belle voiture ,https://www.tayara.tn/item/63d0eeea1b3fed8fd49a9f76/,303000.0,Gris,Avec kilométrage,2007,1.6L,Manuelle,Fiat,Siena,5.0,Compacte,Essence
3177,207,0.0,Le Kef,A vendre un voiture Peugeot 207 en 2007 ,https://www.tayara.tn/item/63d0ed161b3fed8fd49a9ef4/,221700.0,Gris,Nouveau,2007,1.6L,Manuelle,Peugeot,207 SW,6.0,Compacte,Essence
3178,kia rio ,22000.0,Ben Arous,je mets en vente une voiture kia Rio modèle 2010 6 chevaux essence tout option trés bon état boumhel tléphone  Afficher prix à discuter,https://www.tayara.tn/item/63d0e1e21b3fed8fd49a9bd2/,232000.0,Gris,Avec kilométrage,2010,1.4L,Manuelle,Kia,Rio,6.0,Berline,Essence
3179, PEUGEOT 208 a vendre Bonne état,30000.0,Tunis,Voiture 208 en bonne état conduite par une seule personne 5 cheveaux année Afficher Km contacter Afficher,https://www.tayara.tn/item/63d04fcd1b3fed8fd49a930c/,138000.0,Blanc,Avec kilométrage,2017,1.2L,Manuelle,Peugeot,208,5.0,Compacte,Essence
3180,Peugeot 308 bluehdi sw 5 cv diesel,38500.0,Ben Arous,"Peugeot 308 sw (break) 1.6l bluehdi diesel 5cv. Carte grise Fcr. Voiture très propre , moteur très fiable. Importé de France pièce d'origine. Très bien entretenu vidange toujours a l'heure. 5 porte Start n stop Régulateur limiteur de vitesse Esp Abs Coffre 1000 litres Feux diurne avant led Projecteur anti brouillard avant et arrière Lève vitre automatique Essuie glace automatique Accoudoir centrale avant avec rangement Siege conducteur réglable en hauteur Volant réglable Volant cuire multifonction Air conditionné automatique bi zone Ecran tactile 9,7 pouce multifonction Radio Bluetooth usb prise jack 6 haut parleur Aide au démarrage en pente Double des clés Roue de secours ",https://www.tayara.tn/item/63d046d41b3fed8fd49a915d/,145000.0,Noir,Avec kilométrage,2016,1.6L,Manuelle,Peugeot,308,5.0,Berline,Diesel
3181,Peugeot 208 lika,30000.0,Sfax,Voiture à l'état neuf Tout option tte en marche Contact Afficher,https://www.tayara.tn/item/63d043aa1b3fed8fd49a908a/,86000.0,Gris,Avec kilométrage,2020,1.2L,Manuelle,Peugeot,208,5.0,Utilitaire,Essence
3182,Une belle 206 en très bonne etat,12900.0,Tunis,C'est une voiture basic 151000 km Tel: Afficher,https://www.tayara.tn/item/63d040941b3fed8fd49a8fd6/,151000.0,Noir,Avec kilométrage,2000,1.2L,Manuelle,Peugeot,206,5.0,Berline,Essence
3183,megan casquette,19800.0,Tunis,"voiture en bon etat kilométrage : 210.000 Km,essence 6ch et 4 cylindre ",https://www.tayara.tn/item/63d03f051b3fed8fd49a8f83/,210.0,Noir,Avec kilométrage,2005,1.4L,Manuelle,Renault,Megane Estate,6.0,Autres,Essence
3184,BMW SERIE 1 F20 à vendre ou bien échange,47000.0,Tunis,BMW SERIE 1 F20 : Une voiture très bien entretenue -- Année: 2014 -- kilométrage : 170.000 km -- 6 cv -- Essence. Visible à la Marsa - Tunis 🔹Ecran GPS 🔹Start & Stop 🔹Climatronic 🔹4 vitres électriques 🔹Volant multifonction 🔹Radar de recule avant et arrière 🔹 Modes de conduite SPORT - ECONOMIQUE,https://www.tayara.tn/item/63d033601b3fed8fd49a8cbb/,170000.0,Gris,Avec kilométrage,2014,1.6L,Manuelle,BMW,Serie 1,6.0,Compacte,Essence
3185,grande punto high tech,25000.0,Tunis,"A vendre voiture FIAT Grande Punto version high tech (toutes options) 5 CV de couleur grise très bien entretenue. année 2010, 274000 km. mp3, Bluetooth avec reconnaissance vocale et commandes au volant, 4 pneus Bridgestone comme neufs, climatronic,, limitateur de vitesse, direction double assistér (mowe city), etc. visible à Tunis ou à sousse le week-end. contact : Afficher",https://www.tayara.tn/item/63d02bbb1b3fed8fd49a8ae1/,274000.0,Gris,Avec kilométrage,2010,1.2L,Manuelle,Fiat,Grande Punto,5.0,Compacte,Essence
3186,A Vendre laguna2 1.9 dci,19.0,Tunis,Voiture en bonne état ,https://www.tayara.tn/item/63d0278c1b3fed8fd49a89ca/,234500.0,Bleu,Avec kilométrage,2002,1.9L,Automatique,Renault,Laguna,6.0,Berline,Diesel
3187,citroen c4 cactus ,39000.0,Tunis,citroen c4 cactus Tu 183 142.000Km 2015 volant multifonctions Jante allu Climatronic Caméra de recul Écran tactile Régulateur/limiteur de vitesse Retroviseur électrique Anti brouillard Full Led Barre de toit Usb/Aux/Bluetooth Controle de pression des pneus Anti patinage 4 pneu neuf possibilité d'échange avec voiture diesel num : Afficher ,https://www.tayara.tn/item/63d026c21b3fed8fd49a89a4/,142.0,Noir,Avec kilométrage,2015,1.2L,Manuelle,Citroen,C4 Cactus,5.0,Autres,Essence
3188,polo8,45000.0,Mahdia,voiture en trés bonne état premiére main tél Afficher,https://www.tayara.tn/item/63d0240c1b3fed8fd49a890f/,113000.0,Noir,Nouveau,2019,<1.0L,Manuelle,Volkswagen,Polo,4.0,Compacte,Essence
3189,Passat essence 💥💥,12500.0,Ariana,Avendre une belle voiture Volkswagen Passat en très bonne état mécanique et carrosserie intérieur cuir beige voiture très puissant ,https://www.tayara.tn/item/63d010911b3fed8fd49a842a/,275369.0,Bleu,Avec kilométrage,1997,1.8L,Manuelle,Volkswagen,Passat,10.0,Berline,Essence
3190,Punto 2,1.0,Zaghouan,Femme vendre une voiture Punto 2 en très bonne état  Afficher,https://www.tayara.tn/item/63d007001b3fed8fd49a8272/,1.0,Gris,Nouveau,2008,1.4L,Manuelle,Fiat,Punto,5.0,Autres,Essence
3191,KIA PICANTO,32000.0,Sfax,Voiture kia picanto model 2017,https://www.tayara.tn/item/63b30a758904729b1d9f09f4/,34000.0,Gris,Avec kilométrage,2017,<1.0L,Manuelle,Kia,Picanto,4.0,Compacte,Essence
